Sentence,Label
"In the current study, we have examined whether [E]PROTEIN[/E], a TRANSFERASE that is known to MODIFY other hsp90-chaperoned proteins, could act as an TRANSFERASE for nNOS",0
"The amino-terminal domain of [E]PROTEIN[/E], which is a deMODIFYING (DUB) enzyme of the OTU (ovarian tumour) family, removes lysine-63 (K63)-linked GROUP chains from receptor interacting protein (RIP), an essential mediator of the proximal TNF receptor 1 (TNFR1) signalling complex",0
"Cell 16, 5163-5174) concludes that [E]PROTEIN[/E] negatively regulates EGFR degradation by deMODIFYING the EGFR on endosomes, another report (Row, P",0
The role of the deMODIFYING enzymes [E]PROTEIN[/E] and UBPY in endosomal trafficking of cargo proteins such as the epidermal growth factor receptor (EGFR) has only very recently been the subject of study and is already a matter of debate,0
The role of the deMODIFYING enzymes AMSH and [E]PROTEIN[/E] in endosomal trafficking of cargo proteins such as the epidermal growth factor receptor (EGFR) has only very recently been the subject of study and is already a matter of debate,0
[E]PROTEIN[/E]-mediated epidermal growth factor receptor (EGFR) deMODIFICATION promotes EGFR degradation,0
"281, 12618-12624) concludes that [E]PROTEIN[/E]-mediated EGFR deMODIFICATION is essential for EGFR degradation",0
Our findings provide further evidence in favor of the model that [E]PROTEIN[/E]-mediated EGFR deMODIFICATION promotes EGFR degradation.,0
The [E]PROTEIN[/E] is required for the correct spatiotemporal proteolysis of cyclin B and itself undergoes cyclical [PTM]degradation[/PTM],0
The TRANSFERASE-C vihar is required for the correct spatiotemporal proteolysis of cyclin B and [E]PROTEIN[/E] undergoes cyclical [PTM]degradation[/PTM],0
The TRANSFERASE-C vihar is required for the correct spatiotemporal proteolysis of [E]PROTEIN[/E] and itself undergoes cyclical [PTM]degradation[/PTM],0
"CONCLUSIONS: In Drosophila, the [E]PROTEIN[/E] contributes to the spatiotemporal control of Cyclin B [PTM]degradation[/PTM] that first occurs at the spindle poles",0
"CONCLUSIONS: In Drosophila, the Vihar TRANSFERASE UBC contributes to the spatiotemporal control of [E]PROTEIN[/E] [PTM]degradation[/PTM] that first occurs at the spindle poles",0
"In this paper, we identify here trihydrophobin 1 (TH1), an integral subunit of the human negative transcription elongation factor (NELF) complex, as a novel E6-AP interaction protein and a target of [E]PROTEIN[/E]-mediated [PTM]degradation[/PTM]",0
"Overexpression of E6-AP results in [PTM]degradation[/PTM] of TH1 in a dose-dependent manner, whereas knock-down of endogenous E6-AP elevates the [E]PROTEIN[/E] protein level",0
"Overexpression of [E]PROTEIN[/E] results in [PTM]degradation[/PTM] of TH1 in a dose-dependent manner, whereas knock-down of endogenous E6-AP elevates the TH1 protein level",0
"Overexpression of E6-AP results in [PTM]degradation[/PTM] of TH1 in a dose-dependent manner, whereas knock-down of endogenous [E]PROTEIN[/E] elevates the TH1 protein level",0
The [PTM]degradation[/PTM] is blocked by treatment with proteasome inhibitor [E]PROTEIN[/E],0
"Using overexpression of three different recombinant dominant negative UBPY mutants (UBPY C748A mutant, UBPY 1-505, and UBPY 640-1080) in NIH3T3 and HEK293 cells, we demonstrate that UBPY affects both constitutive and ligand-induced (i) EGFR MODIFICATION, (ii) EGFR expression levels, and (iii) the appearance of intermediate [E]PROTEIN[/E] [PTM]degradation[/PTM] products as well as (iv) downstream mitogen-activated protein kinase signal transduction",0
Our findings provide further evidence in favor of the model that UBPY-mediated EGFR deMODIFICATION promotes [E]PROTEIN[/E] [PTM]degradation[/PTM].,0
UBPY-mediated epidermal growth factor receptor (EGFR) deMODIFICATION promotes [E]PROTEIN[/E] [PTM]degradation[/PTM],0
"Our preliminary data suggest that [E]PROTEIN[/E] mediates DIAP1 [PTM]degradation[/PTM], suggesting a novel regulatory loop within the apoptotic pathway",0
"Our preliminary data suggest that DIAP2 mediates [E]PROTEIN[/E] [PTM]degradation[/PTM], suggesting a novel regulatory loop within the apoptotic pathway",0
"Yet, we demonstrate that this pathway is not the only one involved in [E]PROTEIN[/E] [PTM]degradation[/PTM], and the intact protein can be degraded independent of prior caspase cleavage",0
A critical role for FBXW8 and [E]PROTEIN[/E] in cyclin D1 [PTM]degradation[/PTM] and cancer cell proliferation,0
A critical role for FBXW8 and MAPK in [E]PROTEIN[/E] [PTM]degradation[/PTM] and cancer cell proliferation,0
A critical role for [E]PROTEIN[/E] and MAPK in cyclin D1 [PTM]degradation[/PTM] and cancer cell proliferation,0
We report that [E]PROTEIN[/E] undergoes increased [PTM]degradation[/PTM] in the cytoplasm during S phase in a variety of cancer cells,0
[E]PROTEIN[/E]-triggered [PTM]degradation[/PTM] of the S-phase Cdk inhibitor Sic1p has been implicated in the transition from G1 to S phase in the cell cycle of budding yeast,0
G1 cyclin-dependent kinase (Cdk)-triggered [PTM]degradation[/PTM] of the [E]PROTEIN[/E] has been implicated in the transition from G1 to S phase in the cell cycle of budding yeast,0
Cdc34 and the [E]PROTEIN[/E] are required for [PTM]degradation[/PTM] of the Cdk-inhibitory kinase Swe1,0
Cdc34 and the F-box protein Met30 are required for [PTM]degradation[/PTM] of the [E]PROTEIN[/E],0
[E]PROTEIN[/E] and the F-box protein Met30 are required for [PTM]degradation[/PTM] of the Cdk-inhibitory kinase Swe1,0
"Recent work in Saccharomyces cerevisiae suggests that a complex consisting of Cdc53, Skp1, and a third component known as an F-box protein (termed SCF) in combination with Cdc34 specifically targets regulatory proteins for [PTM]degradation[/PTM], and that substrate specificity is likely to be mediated by the [E]PROTEIN[/E]",0
"Recent work in Saccharomyces cerevisiae suggests that a complex consisting of Cdc53, Skp1, and a third component known as an [E]PROTEIN[/E] in combination with Cdc34 specifically targets regulatory proteins for [PTM]degradation[/PTM], and that substrate specificity is likely to be mediated by the F-box subunit",0
"Recent work in Saccharomyces cerevisiae suggests that a complex consisting of Cdc53, [E]PROTEIN[/E], and a third component known as an F-box protein (termed SCF) in combination with Cdc34 specifically targets regulatory proteins for [PTM]degradation[/PTM], and that substrate specificity is likely to be mediated by the F-box subunit",0
"Recent work in Saccharomyces cerevisiae suggests that a complex consisting of Cdc53, Skp1, and a third component known as an F-box protein (termed SCF) in combination with [E]PROTEIN[/E] specifically targets regulatory proteins for [PTM]degradation[/PTM], and that substrate specificity is likely to be mediated by the F-box subunit",0
"Recent work in Saccharomyces cerevisiae suggests that a complex consisting of [E]PROTEIN[/E], Skp1, and a third component known as an F-box protein (termed SCF) in combination with Cdc34 specifically targets regulatory proteins for [PTM]degradation[/PTM], and that substrate specificity is likely to be mediated by the F-box subunit",0
We demonstrate the involvement of Met30 in the [PTM]degradation[/PTM] of the [E]PROTEIN[/E]-inhibitory kinase Swe1,0
We demonstrate the involvement of [E]PROTEIN[/E] in the [PTM]degradation[/PTM] of the Cdk-inhibitory kinase Swe1,0
We demonstrate the involvement of Met30 in the [PTM]degradation[/PTM] of the Cdk-inhibitory kinase [E]PROTEIN[/E],0
"We show that both conjugation and [PTM]degradation[/PTM] are significantly stimulated by c-Jun, with which c-Fos forms the active heterodimeric transcriptional activator [E]PROTEIN[/E]",0
"We show that both conjugation and [PTM]degradation[/PTM] are significantly stimulated by [E]PROTEIN[/E], with which c-Fos forms the active heterodimeric transcriptional activator AP-1",0
"We show that both conjugation and [PTM]degradation[/PTM] are significantly stimulated by c-Jun, with which [E]PROTEIN[/E] forms the active heterodimeric transcriptional activator AP-1",0
"α4 forms a complex with PP2A and MID1, a microtubule-associated TRANSFERASE that facilitates MID1-dependent regulation of PP2A and the [PTM]dephosphorylation[/PTM] of [E]PROTEIN[/E] by PP2A",0
"Daxx simultaneously binds to [E]PROTEIN[/E] and the TRANSFERASE Hausp, and it mediates the stabilizing effect of Hausp on Mdm2",0
"Daxx simultaneously binds to Mdm2 and the TRANSFERASE Hausp, and it mediates the stabilizing effect of Hausp on [E]PROTEIN[/E]",0
"[E]PROTEIN[/E] simultaneously binds to Mdm2 and the TRANSFERASE Hausp, and it mediates the stabilizing effect of Hausp on Mdm2",0
"Daxx simultaneously binds to Mdm2 and the TRANSFERASE [E]PROTEIN[/E], and it mediates the stabilizing effect of Hausp on Mdm2",0
"Daxx simultaneously binds to Mdm2 and the TRANSFERASE Hausp, and it mediates the stabilizing effect of [E]PROTEIN[/E] on Mdm2",0
"However, the TRANSFERASE activity for stabilizing [E]PROTEIN[/E] is unknown",0
[E]PROTEIN[/E] TRANSFERASE activity is required for the stabilization of Tip60 in order to operate an effective p53-dependent apoptotic pathway in response to genotoxic stress,0
USP7 TRANSFERASE activity is required for the stabilization of [E]PROTEIN[/E] in order to operate an effective p53-dependent apoptotic pathway in response to genotoxic stress,0
"Null [E]PROTEIN[/E] quadruple mutants are viable and retain the ability to deMODIFY GROUP fusions, indicating the presence of at least one more GROUP-specific processing protease in S",0
"Null ubp1 mutants are viable, and retain the ability to deMODIFY GROUP-beta-galactosidase, indicating that the family of GROUP-specific proteases in yeast is not limited to UBP1 and [E]PROTEIN[/E].",0
"Null ubp1 mutants are viable, and retain the ability to deMODIFY GROUP-beta-galactosidase, indicating that the family of GROUP-specific proteases in yeast is not limited to [E]PROTEIN[/E] and YUH1.",0
"Null [E]PROTEIN[/E] mutants are viable, and retain the ability to deMODIFY GROUP-beta-galactosidase, indicating that the family of GROUP-specific proteases in yeast is not limited to UBP1 and YUH1.",0
[E]PROTEIN[/E] deMODIFIED EGFR in vitro,0
UnpEL/Usp4 is MODIFIED by Ro52 and deMODIFIED by [E]PROTEIN[/E],0
"These results suggest that wild-type UnpEL is MODIFIED by Ro52 and deMODIFIED by [E]PROTEIN[/E] (self-deMODIFICATION), while mutant UnpEL is MODIFIED by Ro52 but not deMODIFIED by itself",0
"These results suggest that wild-type UnpEL is MODIFIED by Ro52 and deMODIFIED by itself (self-deMODIFICATION), while mutant UnpEL is MODIFIED by Ro52 but not deMODIFIED by [E]PROTEIN[/E]",0
Both were efficiently Lys(63)-MODIFIED by Rsp5 and deMODIFIED by [E]PROTEIN[/E],0
[E]PROTEIN[/E] protein-interacting deMODIFYING enzyme 2 deMODIFIES and stabilizes HIF-1alpha,0
"Here, we show that the [E]PROTEIN[/E] deMODIFIES the DNA replication processivity factor, PCNA, as a safeguard against error-prone translesion synthesis (TLS) of DNA",0
"These properties of UBP1 distinguish it from the previously cloned yeast protease [E]PROTEIN[/E], which deMODIFIES relatively short GROUP fusions but is virtually inactive with longer fusions such as GROUP-beta-galactosidase",0
"These properties of [E]PROTEIN[/E] distinguish it from the previously cloned yeast protease YUH1, which deMODIFIES relatively short GROUP fusions but is virtually inactive with longer fusions such as GROUP-beta-galactosidase",0
"Upon completion of substrate MODIFICATION, [E]PROTEIN[/E] deMODIFIES CHIP, effectively terminating the reaction",0
USP49 forms a complex with [E]PROTEIN[/E] and SUG1 and specifically deMODIFIES histone H2B in vitro and in vivo,0
[E]PROTEIN[/E] deMODIFIES histone H2B and regulates cotranscriptional pre-mRNA splicing,0
[E]PROTEIN[/E] forms a complex with RuvB-like1 (RVB1) and SUG1 and specifically deMODIFIES histone H2B in vitro and in vivo,0
USP49 forms a complex with RuvB-like1 (RVB1) and [E]PROTEIN[/E] and specifically deMODIFIES histone H2B in vitro and in vivo,0
"Association with a substrate or Rup1 increased Rsp5 selfMODIFICATION, whereas [E]PROTEIN[/E] efficiently deMODIFIES Rsp5 in vivo and in vitro",0
"PRINCIPAL FINDINGS: In this study, we have identified [E]PROTEIN[/E] as a DUB that interacts with and deMODIFIES p53",0
[E]PROTEIN[/E] contains the signature motifs of the GROUP-specific processing protease family and possesses deMODIFYING activity,0
"Here, we show that [E]PROTEIN[/E]-interacting deMODIFYING enzyme 2, VDU2, but not VDU1, interacts with HIF-1alpha",0
"Here, we show that pVHL-interacting deMODIFYING enzyme 2, VDU2, but not [E]PROTEIN[/E], interacts with HIF-1alpha",0
"Here, we show that pVHL-interacting deMODIFYING enzyme 2, [E]PROTEIN[/E], but not VDU1, interacts with HIF-1alpha",0
We conclude that [E]PROTEIN[/E] negatively regulates the rate of EGFR down-regulation by deMODIFYING EGFR on endosomes.,0
"Rsp5 is a TRANSFERASE involved in numerous processes, and an associated deMODIFYING enzyme, Ubp2, modulates [E]PROTEIN[/E] activity",0
"Rsp5 is a TRANSFERASE involved in numerous processes, and an associated deMODIFYING enzyme, [E]PROTEIN[/E], modulates its activity",0
The deMODIFYING enzyme [E]PROTEIN[/E] modulates Rsp5-dependent Lys63-linked GROUP conjugates in Saccharomyces cerevisiae,0
"Previously, we and others [1], [2] reported the physical and functional interaction of Rsp5 with the deMODIFYING enzyme [E]PROTEIN[/E], and the GROUP associated (UBA) domain-containing cofactor Rup1",0
"Previously, we and others [1], [2] reported the physical and functional interaction of [E]PROTEIN[/E] with the deMODIFYING enzyme Ubp2, and the GROUP associated (UBA) domain-containing cofactor Rup1",0
[E]PROTEIN[/E] regulates p53 stability by deMODIFYING p53,0
"CONCLUSIONS: As a novel deMODIFYING enzyme for p53, [E]PROTEIN[/E] is required for the stabilization and the activation of a p53 response.",0
Recent genetic analyses indicate that the deMODIFYING activity of the [E]PROTEIN[/E] product plays a critical role in controlling the cell fate,0
The [E]PROTEIN[/E] target AF-6 is a substrate of the fam deMODIFYING enzyme,0
The Ras target AF-6 is a substrate of the [E]PROTEIN[/E] deMODIFYING enzyme,0
deMODIFICATION of p53 by [E]PROTEIN[/E] is an important pathway for p53 stabilization,0
The tumour suppressor CYLD negatively regulates [E]PROTEIN[/E] signalling by deMODIFICATION,0
The tumour suppressor [E]PROTEIN[/E] negatively regulates NF-kappaB signalling by deMODIFICATION,0
"Although pVHL functions as a master control for HIF-1alpha stabilization, as pVHL-TRANSFERASE mediates the MODIFICATION of both HIF-1alpha and VDU2, the balance between the pVHL-mediated MODIFICATION and [E]PROTEIN[/E]-mediated deMODIFICATION of HIF-1alpha provides another level of control for HIF-1alpha stabilization.",0
Regulation of epidermal growth factor receptor down-regulation by [E]PROTEIN[/E]-mediated deMODIFICATION at endosomes,0
deMODIFICATION of Tip60 by [E]PROTEIN[/E] determines the activity of the p53-dependent apoptotic pathway,0
Here we report the purification of GROUP-specific peptidase 49 (USP49) as a histone H2B-specific TRANSFERASE and demonstrate that H2B deMODIFICATION by [E]PROTEIN[/E] is required for efficient cotranscriptional splicing of a large set of exons,0
"Therefore, this study identifies [E]PROTEIN[/E] as a histone H2B-specific TRANSFERASE and uncovers a critical role for H2B deMODIFICATION in cotranscriptional pre-mRNA processing events.",0
"By fractionating the cytosol, we show that [E]PROTEIN[/E] can serve as the sole TRANSFERASE required for dislocation of HCs in vitro",0
"By fractionating the cytosol, we show that TRANSFERASE-25K can serve as the sole TRANSFERASE required for dislocation of [E]PROTEIN[/E] in vitro",0
"This mammalian TRANSFERASE activity could be replaced with bacterially expressed UBC8 from Arabidopsis thaliana, which belongs to a subfamily of TRANSFERASE including yeast [E]PROTEIN[/E] and UBC5 which are highly conserved at the amino acid level",0
"This mammalian TRANSFERASE activity could be replaced with bacterially expressed UBC8 from Arabidopsis thaliana, which belongs to a subfamily of TRANSFERASE including yeast UBC4 and [E]PROTEIN[/E] which are highly conserved at the amino acid level",0
"This mammalian TRANSFERASE activity could be replaced with bacterially expressed [E]PROTEIN[/E] from Arabidopsis thaliana, which belongs to a subfamily of TRANSFERASE including yeast UBC4 and UBC5 which are highly conserved at the amino acid level",0
In this paper we describe the cloning of a human cDNA encoding a human TRANSFERASE that we have designated [E]PROTEIN[/E] and that is related to Arabidopsis UBC8 and the other members of this subfamily,0
In this paper we describe the cloning of a human cDNA encoding a human TRANSFERASE that we have designated UbcH5 and that is related to Arabidopsis [E]PROTEIN[/E] and the other members of this subfamily,0
"Similar, siRNA knockdown of [E]PROTEIN[/E] and the TRANSFERASE Ubc9 increased cellular SOX9 amounts, supporting the notion that SOX9 may be MODIFIED in hypertrophic chondrocytes by E6-AP and degraded by proteasomes",0
"Similar, siRNA knockdown of E6-AP and the TRANSFERASE [E]PROTEIN[/E] increased cellular SOX9 amounts, supporting the notion that SOX9 may be MODIFIED in hypertrophic chondrocytes by E6-AP and degraded by proteasomes",0
"[E]PROTEIN[/E], together with components that convert this TRANSFERASE to the active GROUP thiolester form, can substitute for crude cytosol",0
Ankyrin is a target of [E]PROTEIN[/E]'s MODIFYING activity in vitro and in vivo,0
[E]PROTEIN[/E]'s MODIFYING activity is diminished in sickle cells,0
Erythrocyte [E]PROTEIN[/E] contains MODIFYING activity in its alpha subunit,0
"In this paper, we describe the isolation of two human TRANSFERASE, designated as UbcH6 and [E]PROTEIN[/E], that in addition to UbcH5 can interact with E6-AP",0
"In this paper, we describe the isolation of two human TRANSFERASE, designated as [E]PROTEIN[/E] and UbcH7, that in addition to UbcH5 can interact with E6-AP",0
"In this paper, we describe the isolation of two human TRANSFERASE, designated as UbcH6 and UbcH7, that in addition to UbcH5 can interact with [E]PROTEIN[/E]",0
"In this paper, we describe the isolation of two human TRANSFERASE, designated as UbcH6 and UbcH7, that in addition to [E]PROTEIN[/E] can interact with E6-AP",0
[E]PROTEIN[/E] is a novel member of an evolutionally conserved subfamily of TRANSFERASE that includes UbcH5 and Saccharomyces cerevisiae UBC4,0
UbcH6 is a novel member of an evolutionally conserved subfamily of TRANSFERASE that includes UbcH5 and Saccharomyces cerevisiae [E]PROTEIN[/E],0
UbcH6 is a novel member of an evolutionally conserved subfamily of TRANSFERASE that includes [E]PROTEIN[/E] and Saccharomyces cerevisiae UBC4,0
"In transgenic plants, HFR1 levels are significantly elevated upon induced expression of a dominant-negative [E]PROTEIN[/E] mutant that interferes with endogenous COP1 TRANSFERASE activity",0
"In transgenic plants, HFR1 levels are significantly elevated upon induced expression of a dominant-negative COP1 mutant that interferes with endogenous [E]PROTEIN[/E] TRANSFERASE activity",0
"In contrast, ABI3 levels are elevated upon induced expression of the [E]PROTEIN[/E], which interferes with the endogenous AIP2 TRANSFERASE activity",0
"In contrast, ABI3 levels are elevated upon induced expression of the AIP2 RING mutant, which interferes with the endogenous [E]PROTEIN[/E] TRANSFERASE activity",0
"In contrast, [E]PROTEIN[/E] levels are elevated upon induced expression of the AIP2 RING mutant, which interferes with the endogenous AIP2 TRANSFERASE activity",0
"In addition, Daxx enhances the intrinsic TRANSFERASE activity of [E]PROTEIN[/E] towards p53",0
"In addition, [E]PROTEIN[/E] enhances the intrinsic TRANSFERASE activity of Mdm2 towards p53",0
Cullin 1/[E]PROTEIN[/E] functions as an TRANSFERASE by interacting with RING finger protein ROC1 and recruiting phosphorylated substrate,0
Cullin 1/CDC53 functions as an TRANSFERASE by interacting with RING finger protein ROC1 and recruiting [E]PROTEIN[/E],0
[E]PROTEIN[/E]/CDC53 functions as an TRANSFERASE by interacting with RING finger protein ROC1 and recruiting phosphorylated substrate,0
Cullin 1/CDC53 functions as an TRANSFERASE by interacting with RING finger protein [E]PROTEIN[/E] and recruiting phosphorylated substrate,0
"Whereas RNF5 mediates efficient MODIFICATION of paxillin in vivo, protein extracts were required for in vitro MODIFICATION, suggesting that additional modifications and/or an associated TRANSFERASE assist [E]PROTEIN[/E] targeting of paxillin MODIFICATION",0
"Consequently, while BRCA1 affects the accumulation of FANCD2 at sites of DNA damage, BRCA1/[E]PROTEIN[/E] TRANSFERASE activity is not essential for the MODIFICATION of FANCD2.",0
"Consequently, while BRCA1 affects the accumulation of FANCD2 at sites of DNA damage, [E]PROTEIN[/E]/BARD1 TRANSFERASE activity is not essential for the MODIFICATION of FANCD2.",0
PSD-95 interacts with and is MODIFIED by the TRANSFERASE [E]PROTEIN[/E],0
"Here we show that phytochrome (phy) A, a predominant photoreceptor for seedling deetiolation, colocalizes in nuclear bodies with [E]PROTEIN[/E], a RING motif-containing TRANSFERASE",0
Our results indicate that [E]PROTEIN[/E] acts as an TRANSFERASE to regulate phyA signaling by targeting elimination of the phyA photoreceptor itself.,0
"p53 is a substrate for the TRANSFERASE [E]PROTEIN[/E], however, the GROUP-conjugating enzymes (TRANSFERASE) involved in p53 MODIFICATION in intact cells have not been defined previously",0
Itch TRANSFERASE-mediated regulation of TGF-beta signaling by modulating [E]PROTEIN[/E] phosphorylation,0
[E]PROTEIN[/E] TRANSFERASE-mediated regulation of TGF-beta signaling by modulating smad2 phosphorylation,0
"The addition of purified hsp70 and hsp40 to this in vitro system greatly enhances the amount of nNOS-GROUP conjugates, suggesting that [E]PROTEIN[/E] is an TRANSFERASE for nNOS whose action is facilitated by (and possibly requires) its interaction with nNOS-bound hsp70.",0
"MODIFICATION of neuronal nitric-oxide synthase by [E]PROTEIN[/E], a chaperone-dependent TRANSFERASE",0
The [E]PROTEIN[/E] TRANSFERASE represses photomorphogenesis in part by targeting transcription activators such as LAF1 and HY5 for destruction,0
"Taken together, our results show that HFR1 is MODIFIED by [E]PROTEIN[/E] TRANSFERASE and marked for post-translational degradation during photomorphogenesis.",0
"In this paper, we have established an in vitro GROUP conjugation assay with purified Vif-BC-Cul5 complex and reported that the [E]PROTEIN[/E] could function as an TRANSFERASE for APOBEC3G in vitro",0
"In this paper, we have established an in vitro GROUP conjugation assay with purified [E]PROTEIN[/E] and reported that the Vif-BC-Cul5 complex could function as an TRANSFERASE for APOBEC3G in vitro",0
"Other mutants, C114S and C133S, also lost their activity because of loss of the TRANSFERASE activity of a [E]PROTEIN[/E], although these mutants retained the ability to bind to APOBEC3G as well as Cul5 complex",0
"Other mutants, C114S and C133S, also lost their activity because of loss of the TRANSFERASE activity of a Vif-BC-Cul5 complex, although these mutants retained the ability to bind to APOBEC3G as well as [E]PROTEIN[/E]",0
"Other mutants, [E]PROTEIN[/E] and C133S, also lost their activity because of loss of the TRANSFERASE activity of a Vif-BC-Cul5 complex, although these mutants retained the ability to bind to APOBEC3G as well as Cul5 complex",0
"Other mutants, C114S and [E]PROTEIN[/E], also lost their activity because of loss of the TRANSFERASE activity of a Vif-BC-Cul5 complex, although these mutants retained the ability to bind to APOBEC3G as well as Cul5 complex",0
"Other mutants, C114S and C133S, also lost their activity because of loss of the TRANSFERASE activity of a Vif-BC-Cul5 complex, although these mutants retained the ability to bind to [E]PROTEIN[/E] as well as Cul5 complex",0
[E]PROTEIN[/E] is an TRANSFERASE for Notch ligand,0
